State #9
Q: 0.894500
G: 0.016886
Consistent experiment signals: ['K49', 'K49-K82', 'K119-T124', 'K119-K127']
Changes in entanglement cluster IDs: [3, 19, 20]
Trajectory number: 777
Frame number: 311
----------------------------------------------------------------
K49: M: 570.3395
K49-K82: M: 0.0132 Jwalk: 30.9371 Euclidean: 15.6605
K119-T124: M: 0.0224 Jwalk: 23.9624 Euclidean: 12.9671
K119-K127: M: 0.0071 Jwalk: 32.9985 Euclidean: 14.4217
----------------------------------------------------------------
3:
    code: ['L#C#', 'L#C~']
    GLN: [0.011656497741179146, -0.8488716267748945]
    ref_GLN: [0.11491391949616735, 0.6414889745565661]
    linking_number: [0, -1]
    ref_linking_number: [0, 1]
    native_contact: [54, 100]
    ref_native_contact: [54, 100]
    crossing_resid: [[], [109]]
    ref_crossing_resid: [[], [107]]
    crossing_pattern: ['', '-']
    ref_crossing_pattern: ['', '+']
19:
    code: ['L#C#', 'L+C#']
    GLN: [0.19477439738977292, -0.7879004135328821]
    ref_GLN: [0.17501930492105575, 0.27905506171609884]
    linking_number: [0, -1]
    ref_linking_number: [0, 0]
    native_contact: [36, 76]
    ref_native_contact: [36, 76]
    crossing_resid: [[], [110]]
    ref_crossing_resid: [[], []]
    crossing_pattern: ['', '-']
    ref_crossing_pattern: ['', '']
20:
    code: ['L#C#', 'L+C#']
    GLN: [0.08858183625669469, -0.9106984172895686]
    ref_GLN: [0.038029892739572385, 0.19006263950240734]
    linking_number: [0, -1]
    ref_linking_number: [0, 0]
    native_contact: [55, 105]
    ref_native_contact: [55, 105]
    crossing_resid: [[], [110]]
    ref_crossing_resid: [[], []]
    crossing_pattern: ['', '-']
    ref_crossing_pattern: ['', '']
