State #8
Q: 0.839100
G: 0.071295
Consistent experiment signals: ['G104', 'K27-S33', 'K49-K84', 'K116-K120', 'K119-K127']
Changes in entanglement cluster IDs: [3, 20, 21, 44]
Trajectory number: 837
Frame number: 22
----------------------------------------------------------------
G104: M: 263.4655
K27-S33: M: 0.0782 Jwalk: 15.8879 Euclidean: 12.6161 Density: 0.0363
K49-K84: M: 0.0403 Jwalk: 13.7163 Euclidean: 13.5381 Density: 0.0235
K116-K120: M: 0.0000 Jwalk: -1.0000 Euclidean: 11.8019 Density: 0.0529
K119-K127: M: 0.0000 Jwalk: 40.5652 Euclidean: 19.7631 Density: 0.0567
----------------------------------------------------------------
3:
    code: ['L#C#', 'L#C~']
    GLN: [0.19458540755332765, -0.539760387419931]
    ref_GLN: [0.17768274022918684, 0.5301359667177498]
    linking_number: [0, -1]
    ref_linking_number: [0, 1]
    native_contact: [48, 103]
    ref_native_contact: [48, 103]
    crossing_resid: [[], [119]]
    ref_crossing_resid: [[], [107]]
    crossing_pattern: ['', '-']
    ref_crossing_pattern: ['', '+']
20:
    code: ['L#C#', 'L+C#']
    GLN: [0.04226830175253582, -0.5627186412771905]
    ref_GLN: [0.0447843290989239, 0.08294017467658853]
    linking_number: [0, -1]
    ref_linking_number: [0, 0]
    native_contact: [94, 108]
    ref_native_contact: [94, 108]
    crossing_resid: [[], [119]]
    ref_crossing_resid: [[], []]
    crossing_pattern: ['', '-']
    ref_crossing_pattern: ['', '']
21:
    code: ['L#C#', 'L+C#']
    GLN: [0.20859996708967288, -0.9490371445847025]
    ref_GLN: [0.1813980949812109, 0.06470732437611454]
    linking_number: [0, -1]
    ref_linking_number: [0, 0]
    native_contact: [67, 113]
    ref_native_contact: [67, 113]
    crossing_resid: [[], [119]]
    ref_crossing_resid: [[], []]
    crossing_pattern: ['', '-']
    ref_crossing_pattern: ['', '']
44:
    code: ['L#C#', 'L-C#']
    GLN: [0.20672712393649018, -0.31690845444637517]
    ref_GLN: [0.1914805020924778, 0.6903653259335704]
    linking_number: [0, 0]
    ref_linking_number: [0, 1]
    native_contact: [53, 100]
    ref_native_contact: [53, 100]
    crossing_resid: [[], [107, 119]]
    ref_crossing_resid: [[], [107]]
    crossing_pattern: ['', '+-']
    ref_crossing_pattern: ['', '+']
