State #9
Q: 0.828500
G: 0.030957
Consistent experiment signals: ['K49', 'L132', 'C133', 'F136', 'D139', 'P376', 'K119-T124']
Changes in entanglement cluster IDs: [50, 61, 84]
Trajectory number: 541
Frame number: 291
----------------------------------------------------------------
K49: M: 668.1048
L132: M: 688.8655
C133: M: 582.6203
F136: M: 389.8246
D139: M: 324.8177
P376: M: 362.4935
K119-T124: M: 0.0782 Jwalk: 16.0438 Euclidean: 11.7429
----------------------------------------------------------------
50:
    code: ['L+C#', 'L#C#']
    GLN: [-0.8845893609222709, 0.17373839657666473]
    ref_GLN: [0.10664740412561903, 0.22547179534266804]
    linking_number: [-1, 0]
    ref_linking_number: [0, 0]
    native_contact: [125, 148]
    ref_native_contact: [125, 148]
    crossing_resid: [[15], []]
    ref_crossing_resid: [[], []]
    crossing_pattern: ['-', '']
    ref_crossing_pattern: ['', '']
61:
    code: ['L+C#', 'L#C#']
    GLN: [-0.7502545044050137, 0.432595546634277]
    ref_GLN: [0.22872527205679866, 0.45501327750451925]
    linking_number: [-1, 1]
    ref_linking_number: [0, 1]
    native_contact: [120, 146]
    ref_native_contact: [120, 146]
    crossing_resid: [[15], [150]]
    ref_crossing_resid: [[], [150]]
    crossing_pattern: ['-', '+']
    ref_crossing_pattern: ['', '+']
84:
    code: ['L-C#', 'L#C#']
    GLN: [-0.13765497874339047, 0.006546843403072525]
    ref_GLN: [0.7858007875131604, -0.023613095771521552]
    linking_number: [0, 0]
    ref_linking_number: [1, 0]
    native_contact: [42, 163]
    ref_native_contact: [42, 163]
    crossing_resid: [[], []]
    ref_crossing_resid: [[16], []]
    crossing_pattern: ['', '']
    ref_crossing_pattern: ['+', '']
