State #9
Q: 0.912900
G: 0.030957
Consistent experiment signals: ['I18', 'S73', 'V78', 'K82', 'S2-K387']
Changes in entanglement cluster IDs: [19, 44, 56]
Trajectory number: 840
Frame number: 318
----------------------------------------------------------------
I18: M: 397.5320
S73: M: 782.3104
V78: M: 666.9169
K82: M: 843.0422
S2-K387: M: 0.0782 Jwalk: 15.7764 Euclidean: 11.4768
----------------------------------------------------------------
19:
    code: ['L#C#', 'L+C#']
    GLN: [0.13338602690153, -0.8289486784844552]
    ref_GLN: [0.11285461862973542, 0.2520285141227274]
    linking_number: [0, -1]
    ref_linking_number: [0, 0]
    native_contact: [21, 76]
    ref_native_contact: [21, 76]
    crossing_resid: [[], [109]]
    ref_crossing_resid: [[], []]
    crossing_pattern: ['', '-']
    ref_crossing_pattern: ['', '']
44:
    code: ['L#C#', 'L-C#']
    GLN: [0.09408272402331154, -0.41462347002934163]
    ref_GLN: [0.11491391949616735, 0.6414889745565661]
    linking_number: [0, 0]
    ref_linking_number: [0, 1]
    native_contact: [54, 100]
    ref_native_contact: [54, 100]
    crossing_resid: [[], []]
    ref_crossing_resid: [[], [107]]
    crossing_pattern: ['', '']
    ref_crossing_pattern: ['', '+']
56:
    code: ['L+C#', 'L#C#']
    GLN: [-0.6407936276949182, 0.17006914394072253]
    ref_GLN: [0.36549091810231604, 0.16989909925626137]
    linking_number: [-1, 0]
    ref_linking_number: [0, 0]
    native_contact: [95, 124]
    ref_native_contact: [95, 124]
    crossing_resid: [[58], []]
    ref_crossing_resid: [[], []]
    crossing_pattern: ['-', '']
    ref_crossing_pattern: ['', '']
